artifact_id,text,evidence_type,timestamp,gold_controls,gold_rationale
2033,"Password policy on s3-finance: min_length=8, rotation=disabled, complexity=off",config,2025-06-01T10:10:00Z,IA-2;IA-5,Weak password/credential management and auth ⇒ IA-5; IA-2.
2034,Incident INC-21244: rollback failed for etl-runner due to unknown dependency; asset not in CMDB inventory,ticket,2025-06-01T10:12:00Z,CM-8;IR-4,Inventory gap impacted incident handling ⇒ CM-8; IR-4.
2035,"10.12.2.87 - - [25/Oct/2025:23:11:49 +0000] ""GET /api/v1/orders HTTP/1.1"" 200 123 ""-"" ""k6/0.46.0"" rt=0.002 upstream_rt=0.002 reqs=2152",log,2025-06-01T10:14:00Z,SC-5,Burst traffic suggests need for rate-limits ⇒ SC-5.
2036,"S3: bucket policy allows s3:GetObject to Principal=""*"" on arn:aws:s3:ap-southeast-2:777788889999:bucket/public-assets (HTTP allowed via CloudFront origin)",config,2025-06-01T10:16:00Z,SC-28;SC-7,Public data exposure risk and at-rest protection concern ⇒ SC-7; SC-28.
2037,"{""eventVersion"":""1.08"",""userIdentity"":{""type"":""IAMUser"",""userName"":""alice""},""eventTime"":""2025-10-25T23:11:49.539894Z"",""eventSource"":""ec2.amazonaws.com"",""eventName"":""AuthorizeSecurityGroupIngress"",""awsRegion"":""us-west-2"",""sourceIPAddress"":""10.14.203.19"",""requestParameters"":{""ipPermissions"":[{""fromPort"":22,""toPort"":22,""ipProtocol"":""tcp"",""ipRanges"":[{""cidrIp"":""0.0.0.0/0""}]}]},""responseElements"":null,""requestID"":""17013232-EXAMPLE""}",log,2025-06-01T10:18:00Z,AC-6;SC-7,Security group change to 0.0.0.0/0; requires boundary control & least privilege ⇒ SC-7; AC-6.
2038,KMS: key arn:aws:kms:eu-central-1:777788889999:key/54075984 rotation disabled; shared across apps,config,2025-06-01T10:20:00Z,SC-12;SC-28,Key rotation disabled and cross-app sharing ⇒ SC-12; SC-28.
2039,Veeam: Restore validation FAILED for etl-runner; last successful full=21 days ago,ticket,2025-06-01T10:28:00Z,CP-9,Backups/restores failing ⇒ CP-9.
2040,"Password policy on nginx-proxy: min_length=8, rotation=disabled, complexity=off",config,2025-06-01T10:32:00Z,IA-2;IA-5,Weak password/credential management and auth ⇒ IA-5; IA-2.
2041,"{""eventVersion"":""1.08"",""userIdentity"":{""type"":""IAMUser"",""userName"":""auditor-kim""},""eventTime"":""2025-10-25T23:11:49.539984Z"",""eventSource"":""ec2.amazonaws.com"",""eventName"":""AuthorizeSecurityGroupIngress"",""awsRegion"":""us-east-1"",""sourceIPAddress"":""10.12.203.7"",""requestParameters"":{""ipPermissions"":[{""fromPort"":22,""toPort"":22,""ipProtocol"":""tcp"",""ipRanges"":[{""cidrIp"":""0.0.0.0/0""}]}]},""responseElements"":null,""requestID"":""35877881-EXAMPLE""}",log,2025-06-01T10:34:00Z,AC-6;SC-7,Security group change to 0.0.0.0/0; requires boundary control & least privilege ⇒ SC-7; AC-6.
2042,nginx: TLSv1.0 enabled; cipher=TLS_RSA_WITH_3DES_EDE_CBC_SHA; http redirect missing on payments-api,config,2025-06-01T10:36:00Z,SC-13;SC-8,Weak TLS and cipher configuration ⇒ SC-8; SC-13.
2043,"{""eventVersion"":""1.08"",""userIdentity"":{""type"":""IAMUser"",""userName"":""svc-etl""},""eventTime"":""2025-10-25T23:11:49.540021Z"",""eventSource"":""ec2.amazonaws.com"",""eventName"":""AuthorizeSecurityGroupIngress"",""awsRegion"":""ap-southeast-2"",""sourceIPAddress"":""10.14.203.43"",""requestParameters"":{""ipPermissions"":[{""fromPort"":22,""toPort"":22,""ipProtocol"":""tcp"",""ipRanges"":[{""cidrIp"":""0.0.0.0/0""}]}]},""responseElements"":null,""requestID"":""51986275-EXAMPLE""}",log,2025-06-01T10:38:00Z,AC-6,Security group change to 0.0.0.0/0; requires boundary control & least privilege ⇒ SC-7; AC-6.
2044,FIM: checksum mismatch on /etc/sshd_config on auth-service; expected sha256:... actual sha256:...,log,2025-06-01T10:40:00Z,CM-6;SI-7,Integrity monitoring caught config drift ⇒ SI-7; CM-6.
2045,"Password policy on payments-api: min_length=8, rotation=disabled, complexity=off",config,2025-06-01T10:42:00Z,IA-2;IA-5,Weak password/credential management and auth ⇒ IA-5; IA-2.
2046,KMS: key arn:aws:kms:us-west-2:777788889999:key/36420326 rotation disabled; shared across apps,config,2025-06-01T10:44:00Z,SC-12;SC-28,Key rotation disabled and cross-app sharing ⇒ SC-12; SC-28.
2047,AWS Config: rule s3-bucket-server-side-encryption NON_COMPLIANT on arn:aws:s3:ap-southeast-2:777788889999:bucket/finance-archive — SSE disabled,config,2025-06-01T10:46:00Z,SC-12;SC-28,At-rest encryption and key management gaps ⇒ SC-28; SC-12.
2048,"{""kind"":""Event"",""apiVersion"":""audit.k8s.io/v1"",""level"":""Metadata"",""stage"":""ResponseComplete"",""requestURI"":""/api/v1/namespaces/prod/pods/nginx-abc/exec?command=sh"",""user"":{""username"":""svc-app""},""sourceIPs"":[""10.18.203.19""],""objectRef"":{""resource"":""pods"",""namespace"":""prod"",""name"":""nginx-abc""},""responseStatus"":{""code"":200}}",log,2025-06-01T10:50:00Z,AC-6;IR-5,Pod exec implies privileged access monitoring ⇒ AC-6; IR-5.
2049,KMS: key arn:aws:kms:us-east-1:111122223333:key/19077693 rotation disabled; shared across apps,config,2025-06-01T10:52:00Z,SC-12;SC-28,Key rotation disabled and cross-app sharing ⇒ SC-12; SC-28.
2050,VPN gateway: user ops-admin connected from 10.18.203.7 MFA=absent; split-tunnel enabled,log,2025-06-01T10:58:00Z,AC-17;IA-2,Remote access lacking MFA ⇒ AC-17; IA-2.
2051,"10.14.55.87 - - [25/Oct/2025:23:11:49 +0000] ""GET /api/v1/orders HTTP/1.1"" 200 123 ""-"" ""k6/0.46.0"" rt=0.002 upstream_rt=0.002 reqs=4138",log,2025-06-01T11:00:00Z,SC-5,Burst traffic suggests need for rate-limits ⇒ SC-5.
2052,CHG-3554 emergency change merged to payments-api in ap-southeast-2 without test evidence,ticket,2025-06-01T11:02:00Z,CM-3;SA-11,Change without approval/testing evidence ⇒ CM-3; SA-11.
2053,FIM: checksum mismatch on /etc/sshd_config on payments-api; expected sha256:... actual sha256:...,log,2025-06-01T11:04:00Z,CM-6;SI-7,Integrity monitoring caught config drift ⇒ SI-7; CM-6.
2054,Incident INC-11689: rollback failed for nginx-proxy due to unknown dependency; asset not in CMDB inventory,ticket,2025-06-01T11:06:00Z,CM-8,Inventory gap impacted incident handling ⇒ CM-8; IR-4.
2055,"10.17.101.19 - - [25/Oct/2025:23:11:49 +0000] ""GET /api/v1/orders HTTP/1.1"" 200 123 ""-"" ""k6/0.46.0"" rt=0.002 upstream_rt=0.002 reqs=2711",log,2025-06-01T11:10:00Z,SC-5,Burst traffic suggests need for rate-limits ⇒ SC-5.
2056,AWS Config: rule s3-bucket-server-side-encryption NON_COMPLIANT on arn:aws:s3:us-east-1:111122223333:bucket/finance-archive — SSE disabled,config,2025-06-01T11:12:00Z,SC-12;SC-28,At-rest encryption and key management gaps ⇒ SC-28; SC-12.
2057,"Password policy on redis-cache: min_length=8, rotation=disabled, complexity=off",config,2025-06-01T11:14:00Z,IA-2;IA-5,Weak password/credential management and auth ⇒ IA-5; IA-2.
2058,AWS Config: rule s3-bucket-server-side-encryption NON_COMPLIANT on arn:aws:s3:us-west-2:444455556666:bucket/finance-archive — SSE disabled,config,2025-06-01T11:16:00Z,SC-12;SC-28,At-rest encryption and key management gaps ⇒ SC-28; SC-12.
2059,"Password policy on inventory-svc: min_length=8, rotation=disabled, complexity=off",config,2025-06-01T11:18:00Z,IA-2;IA-5,Weak password/credential management and auth ⇒ IA-5; IA-2.
2060,"{""kind"":""Event"",""apiVersion"":""audit.k8s.io/v1"",""level"":""Metadata"",""stage"":""ResponseComplete"",""requestURI"":""/api/v1/namespaces/prod/pods/nginx-abc/exec?command=sh"",""user"":{""username"":""alice""},""sourceIPs"":[""10.16.203.7""],""objectRef"":{""resource"":""pods"",""namespace"":""prod"",""name"":""nginx-abc""},""responseStatus"":{""code"":200}}",log,2025-06-01T11:20:00Z,AC-6;IR-5,Pod exec implies privileged access monitoring ⇒ AC-6; IR-5.
2061,"S3: bucket policy allows s3:GetObject to Principal=""*"" on arn:aws:s3:eu-central-1:777788889999:bucket/public-assets (HTTP allowed via CloudFront origin)",config,2025-06-01T11:22:00Z,SC-28;SC-7,Public data exposure risk and at-rest protection concern ⇒ SC-7; SC-28.
2062,Incident INC-46899: rollback failed for payments-api due to unknown dependency; asset not in CMDB inventory,ticket,2025-06-01T11:24:00Z,CM-8;IR-4,Inventory gap impacted incident handling ⇒ CM-8; IR-4.
2063,Veeam: Restore validation FAILED for kafka-broker; last successful full=21 days ago,ticket,2025-06-01T11:26:00Z,CP-9,Backups/restores failing ⇒ CP-9.
2064,Incident INC-13239: rollback failed for kafka-broker due to unknown dependency; asset not in CMDB inventory,ticket,2025-06-01T11:28:00Z,CM-8;IR-4,Inventory gap impacted incident handling ⇒ CM-8; IR-4.
2065,Incident INC-38322: rollback failed for auth-service due to unknown dependency; asset not in CMDB inventory,ticket,2025-06-01T11:30:00Z,CM-8;IR-4,Inventory gap impacted incident handling ⇒ CM-8; IR-4.
2066,Jul 12 14:54:51 ip-10-0-0-12 sshd[2345]: Failed password for invalid user alice from 10.16.55.43 port 55852 ssh2,log,2025-06-01T11:32:00Z,AC-7;AU-6,Multiple failed logins require lockout and audit review ⇒ AC-7; AU-6.
2067,"10.10.101.19 - - [25/Oct/2025:23:11:49 +0000] ""GET /api/v1/orders HTTP/1.1"" 200 123 ""-"" ""k6/0.46.0"" rt=0.002 upstream_rt=0.002 reqs=3634",log,2025-06-01T11:34:00Z,SC-5,Burst traffic suggests need for rate-limits ⇒ SC-5.
2068,VPN gateway: user auditor-kim connected from 10.19.203.19 MFA=absent; split-tunnel enabled,log,2025-06-01T11:36:00Z,AC-17;IA-2,Remote access lacking MFA ⇒ AC-17; IA-2.
2069,"{""eventVersion"":""1.08"",""userIdentity"":{""type"":""IAMUser"",""userName"":""alice""},""eventTime"":""2025-10-25T23:11:49.540338Z"",""eventSource"":""ec2.amazonaws.com"",""eventName"":""AuthorizeSecurityGroupIngress"",""awsRegion"":""eu-central-1"",""sourceIPAddress"":""10.19.101.7"",""requestParameters"":{""ipPermissions"":[{""fromPort"":22,""toPort"":22,""ipProtocol"":""tcp"",""ipRanges"":[{""cidrIp"":""0.0.0.0/0""}]}]},""responseElements"":null,""requestID"":""80286026-EXAMPLE""}",log,2025-06-01T11:38:00Z,AC-6;SC-7,Security group change to 0.0.0.0/0; requires boundary control & least privilege ⇒ SC-7; AC-6.
2070,Nessus: OpenSSH critical CVE count=6 on auth-service; next scan in 45 days,ticket,2025-06-01T11:40:00Z,RA-5;SI-2,Critical vulns & scan cadence/remediation gaps ⇒ RA-5; SI-2.
2071,"IAM policy grants Action=""*"" Resource=""*"" on role app-admin in eu-central-1",log,2025-06-01T11:42:00Z,AC-6;CM-3,Wildcard privileges require least privilege & change governance ⇒ AC-6; CM-3.
2072,VPN gateway: user bob connected from 10.12.55.19 MFA=absent; split-tunnel enabled,log,2025-06-01T11:44:00Z,AC-17;IA-2,Remote access lacking MFA ⇒ AC-17; IA-2.
2073,"{""kind"":""Event"",""apiVersion"":""audit.k8s.io/v1"",""level"":""Metadata"",""stage"":""ResponseComplete"",""requestURI"":""/api/v1/namespaces/prod/pods/nginx-abc/exec?command=sh"",""user"":{""username"":""bob""},""sourceIPs"":[""10.12.2.43""],""objectRef"":{""resource"":""pods"",""namespace"":""prod"",""name"":""nginx-abc""},""responseStatus"":{""code"":200}}",log,2025-06-01T11:46:00Z,AC-6;IR-5,Pod exec implies privileged access monitoring ⇒ AC-6; IR-5.
2074,API Gateway ap-southeast-2: rate limiting disabled for s3-finance; previous burst 50k rps caused 503s,log,2025-06-01T11:48:00Z,SC-5;SC-7,DoS and boundary protection gaps ⇒ SC-5; SC-7.
